alert_count,failed_edge_count,ground_connected_source_fraction,node_count,replicate,scenario_id,scenario_seed,sha256,split,topology_id
40,8,0.466667,25,0,Agis-r0,15566494339613965040,36a11eb86fb6c2d3777341fcb57d587717090c4ff4d23bbde933c3aaf4e3c0b8,eval,Agis
40,3,0.4,25,1,Agis-r1,16323045806345540192,4fec12aeb8db931c0f9e90e55bf382b46cbe771cfd45fd081e3487564f44360b,eval,Agis
40,10,0.933333,25,2,Agis-r2,17969966737673119908,bcc8f199a37dfbde375b8f0337fae27abd341aef9ad46b1a13818d10929b1c4a,eval,Agis
40,8,0.333333,27,0,Bbnplanet-r0,4258277787877543916,78a4252a3a053029db94f528fe51a5968fc92949782d8abe0b548d35fb613032,dev,Bbnplanet
40,14,0.666667,27,1,Bbnplanet-r1,6938569428179988182,a94dfd31917c16db2bdc6b168b8f53fd76600d10e41947066d7242d34b575b50,dev,Bbnplanet
40,7,0.666667,21,0,Belnet2008-r0,15286802624455833325,69c6824cebd2abcf8701634fe3627f4e556040b268e094d2e11ff05396407cae,eval,Belnet2008
40,8,0.333333,21,1,Belnet2008-r1,871697653947309889,bd1a25dd1e13ef98e9464f83fec8cf2549a4a297268b466c45873551a5d6f757,eval,Belnet2008
40,2,0.8,21,2,Belnet2008-r2,16180033288022385135,cd53ca6f5549e5b4284df37ace02cf1a0972617dfe6fb61a89a2967cd2492d9e,eval,Belnet2008
40,5,0.533333,18,0,BsonetEurope-r0,11115118226998395478,6f0cdfdd60070547da2b2f0deb7439416c966a175a51d131140ae716629bb40c,eval,BsonetEurope
40,2,0.533333,18,1,BsonetEurope-r1,7815623503489987564,31be9ec11fbf0b74bfea247c725a6dec0dd003e30786456b3d1c6c4268412032,eval,BsonetEurope
40,10,0.333333,18,2,BsonetEurope-r2,1140146593298868457,2780ebd114d58e71716ad0ef1848900677c16881721a9abe61fbd55114c199ba,eval,BsonetEurope
40,19,0.333333,36,0,BtNorthAmerica-r0,14150741444119254475,479e5cc991c2bfe0ccb3664c47120df15d78fd6b38d304d1557b9f42b622b91b,eval,BtNorthAmerica
40,16,1.0,36,1,BtNorthAmerica-r1,3401516565899209509,81628d4ffd1d3aec7a9fe4a1e5162e0a7f3ac52adb4b247d4ceebf48301139ad,eval,BtNorthAmerica
40,12,0.333333,36,2,BtNorthAmerica-r2,10094003056187242629,8c77fc0b433af612c56adf9daca6f69614d73239c7e4de5c332b03985522a59f,eval,BtNorthAmerica
40,16,0.6,32,0,Canerie-r0,4120132187390513045,17cbef18c989b1b6481bb0764d7572b2ba1022e5c167bc9141c6cd7152f2ecf9,dev,Canerie
40,13,0.866667,32,1,Canerie-r1,7139684576512261099,2c59b058d79eebc61fa2fe136b23103aa1942c131083978e0274162a079ba298,dev,Canerie
