alert_count,failed_edge_count,ground_connected_source_fraction,node_count,replicate,scenario_id,scenario_seed,sha256,split,topology_id
40,8,1.0,25,0,Agis-r0,15566494339613965040,349c0c863ff4d2dc718deaff40196f3402cb9ea5012263337325ff4d84d45a08,eval,Agis
40,3,1.0,25,1,Agis-r1,16323045806345540192,ace1280bcbad5dfbca795edbf19ab8cc743c16d4719614f7810635f456567c33,eval,Agis
40,10,1.0,25,2,Agis-r2,17969966737673119908,224c3807938388377003ae1bfabbe3b0a86d399467554d080cf3f40a2e6c1b3b,eval,Agis
40,8,1.0,27,0,Bbnplanet-r0,4258277787877543916,1e1ee6723a31d7f7fdf46f09bf2e8b048feec25175f217d6b02e1e2b0a96224b,dev,Bbnplanet
40,14,1.0,27,1,Bbnplanet-r1,6938569428179988182,dc5ed70a60e2751f23d70d3321dc30a0b5234d13a0902335cfe1716c56c4ce66,dev,Bbnplanet
40,7,1.0,21,0,Belnet2008-r0,15286802624455833325,ca6f3e62bc5e838d3e006f205d26f13e10fb7fc1348e28f723582800783cffa1,eval,Belnet2008
40,8,1.0,21,1,Belnet2008-r1,871697653947309889,81a6d79865b19f6c0189afe8cb68d71b8f6e0f7f197fb4554cdbe2ca147ba8ff,eval,Belnet2008
40,2,1.0,21,2,Belnet2008-r2,16180033288022385135,323f74d6cb0505aefd5daf5f84c54048b02102c963cf9299ff9758733d10c4f5,eval,Belnet2008
40,5,1.0,18,0,BsonetEurope-r0,11115118226998395478,b7a47d1e580ff2e6b5392a22470f317a508fb60b40ba40abf2324099d0acbfa1,eval,BsonetEurope
40,2,1.0,18,1,BsonetEurope-r1,7815623503489987564,476ef4ad77e4c147f94ddaedd5165e2da50f4d448a619b81b50aa2e480931787,eval,BsonetEurope
40,10,1.0,18,2,BsonetEurope-r2,1140146593298868457,7cf10ae18e07fb78db9fdf7f67502895bbed8d70329dae2235a96b0e8b33ead3,eval,BsonetEurope
40,19,1.0,36,0,BtNorthAmerica-r0,14150741444119254475,f516b3fe5c1a77c2049c8fde066e1a06df0851162fae6dbc7f72697ae1c2a364,eval,BtNorthAmerica
40,16,1.0,36,1,BtNorthAmerica-r1,3401516565899209509,9cf3762995d9177a0f1259c7d52127e1b62d3bc9d3c6f7361b098d20181672df,eval,BtNorthAmerica
40,12,1.0,36,2,BtNorthAmerica-r2,10094003056187242629,8e57d952c958750d0d46bb2aaf305c0ce97ca71c6e826af8ac603a00becb46ee,eval,BtNorthAmerica
40,16,1.0,32,0,Canerie-r0,4120132187390513045,ef022969b627b1751411676c33b9eb57bbcb84138abb53e4fbc06a46bed53cc1,dev,Canerie
40,13,1.0,32,1,Canerie-r1,7139684576512261099,3af702ab0bcc883bb695fc5c93b933b47bab76960e0e8ef7a1ac95861ab83b6d,dev,Canerie
40,7,1.0,39,0,Cesnet200603-r0,726445141633008049,20befe1f15f78dbe92257d9e6a88606acc604c5bdfb49daec3160a653da52d37,eval,Cesnet200603
40,9,1.0,39,1,Cesnet200603-r1,4289116980301350753,6c05578d4c1fa130d09f1a8a5a0e787239c09828b743f438291383614473e964,eval,Cesnet200603
40,4,1.0,39,2,Cesnet200603-r2,5195842168826478650,cfd586f8e5238deaa3d44f0c58c365bf634b18fee0984e132644e811fd76a090,eval,Cesnet200603
40,5,1.0,31,0,Digex-r0,10800825765349067673,35a543b62c5e7217d5d8fd6523bf61749c098fb9a96fe0c4eb2a2c177e8198fa,eval,Digex
40,11,1.0,31,1,Digex-r1,4553592903677592101,ee6917f997d610e95834457a51aa0d3c05afdb4f5bcc6ad13338e94a3691ae3b,eval,Digex
40,3,1.0,31,2,Digex-r2,6101143522438592080,ec0e7748c49d8a04edeca64dbc235a994cf7ec068d9a5a9b2a6fd9f9f3e51b4a,eval,Digex
40,2,1.0,19,0,Easynet-r0,581655527901723507,3dd9b891af1cb89a408a4c6ddbd2c3ade81e6f44778f2c96cf59695249d3a3ba,eval,Easynet
40,4,1.0,19,1,Easynet-r1,8614890416410480799,d7a9956c7713d83caa58a671ff9dac4316a4a0a7c54108331acd3fd853a061da,eval,Easynet
40,1,1.0,19,2,Easynet-r2,17563095875052674419,091b8af014e4e932296e32a65dea29d48f8add329a004b922fccf3266ee463e6,eval,Easynet
